Naca foil,Alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Mach,Reynolds number,Max thickness,Max thickness location,Max camber,Max camber location,TE gap,LE radius,TE angle
2415,-9,-0.4443,0.07109,0.06979,-0.0911,0.8411,0.0275,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-8.5,-0.4643,0.06164,0.06024,-0.0971,0.8058,0.0288,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-8,-0.4899,0.05201,0.05052,-0.1035,0.7719,0.0304,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-7.5,-0.5218,0.04174,0.04013,-0.1107,0.7403,0.0322,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-7,-0.5407,0.03096,0.02917,-0.121,0.709,0.0316,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-6.5,-0.5741,0.0216,0.01948,-0.128,0.6797,0.0325,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-6,-0.6103,0.01577,0.01315,-0.1196,0.6502,0.0353,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-5.5,-0.6039,0.01111,0.00776,-0.1083,0.6246,0.0383,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-5,-0.539,0.00903,0.00506,-0.0986,0.5951,0.0345,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-4.5,-0.437,0.00898,0.00483,-0.0942,0.5666,0.0133,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-4,-0.3519,0.00794,0.00341,-0.0873,0.5389,0.0537,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-3.5,-0.2602,0.00766,0.00299,-0.0838,0.5142,0.0643,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-3,-0.1704,0.00741,0.00265,-0.0808,0.4915,0.0778,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-2,0.0065,0.00703,0.00218,-0.0764,0.4543,0.1135,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-1.5,0.0939,0.00686,0.00203,-0.0747,0.439,0.1375,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-1,0.181,0.00674,0.00193,-0.0732,0.4243,0.1641,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,-0.5,0.2675,0.00666,0.00189,-0.0718,0.4092,0.1935,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,0,0.3535,0.00662,0.0019,-0.0704,0.3926,0.2238,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,0.5,0.4387,0.00662,0.00195,-0.0689,0.3744,0.2585,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,1,0.5233,0.00667,0.00206,-0.0672,0.3546,0.2964,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,1.5,0.6066,0.00677,0.00223,-0.0651,0.3329,0.3374,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,2,0.6892,0.00692,0.00245,-0.0627,0.3097,0.3838,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,2.5,0.7704,0.00704,0.00273,-0.0598,0.2867,0.458,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,3,0.8493,0.0073,0.00312,-0.0561,0.2602,0.527,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,3.5,0.927,0.00764,0.0036,-0.0518,0.2341,0.5864,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,4,0.9943,0.00809,0.00417,-0.0452,0.2067,0.6392,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,4.5,1.0665,0.00877,0.00499,-0.0394,0.1774,0.6989,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,5,1.136,0.00963,0.00604,-0.0329,0.1477,0.7648,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,5.5,1.2026,0.0107,0.00738,-0.0258,0.1196,0.8448,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,6,1.2615,0.01199,0.00904,-0.0174,0.095,0.9442,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,6.5,1.3264,0.01379,0.01104,-0.0098,0.0746,1,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,7,1.3901,0.01607,0.01351,-0.0019,0.062,1,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,7.5,1.4299,0.01996,0.01769,0.0069,0.0614,1,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,9.5,1.292,0.05439,0.05305,0.0216,0.0501,1,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2415,10,1.24,0.06511,0.06391,0.0199,0.0435,1,0.7,6000000,0.150043,0.3,0.02,0.402,0.00315,0.0245,19.81
2424,-10,-0.9926,0.01834,0.01492,-0.1351,0.6486,0.0667,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-9.5,-0.9412,0.01618,0.01256,-0.1307,0.6261,0.0698,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-9,-0.8839,0.01453,0.01072,-0.1262,0.6044,0.0735,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-8.5,-0.8236,0.01324,0.00927,-0.1216,0.5827,0.0776,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-8,-0.7629,0.01216,0.00805,-0.1168,0.5632,0.0828,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-7.5,-0.701,0.01131,0.00707,-0.112,0.5427,0.0883,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-6,-0.5124,0.00959,0.00504,-0.0975,0.4913,0.1074,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-5.5,-0.4523,0.00917,0.00456,-0.0922,0.4771,0.1153,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-5,-0.4055,0.00895,0.00428,-0.0846,0.4617,0.1233,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-4.5,-0.3425,0.00869,0.00399,-0.0799,0.4527,0.132,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-4,-0.2778,0.00849,0.00375,-0.0757,0.4401,0.1419,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-3.5,-0.2111,0.00829,0.00354,-0.072,0.4314,0.1526,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-3,-0.1438,0.00814,0.00337,-0.0686,0.4201,0.1633,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-2.5,-0.0756,0.00799,0.00322,-0.0654,0.4123,0.1749,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-2,-0.009,0.00789,0.00312,-0.0621,0.4004,0.1869,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-1.5,0.0581,0.00779,0.00303,-0.059,0.3922,0.1996,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-1,0.1225,0.00773,0.00297,-0.0554,0.3802,0.2136,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-0.5,0.1787,0.00767,0.00293,-0.0504,0.3701,0.2285,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,0,0.2331,0.00764,0.00292,-0.0451,0.3596,0.2436,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,0.5,0.2929,0.00771,0.003,-0.0409,0.3462,0.2597,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,1,0.3596,0.0078,0.00314,-0.0381,0.3376,0.2768,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,1.5,0.4262,0.00799,0.00334,-0.0353,0.325,0.2943,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,2,0.491,0.00824,0.00362,-0.0322,0.3131,0.3127,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,2.5,0.5597,0.00847,0.0039,-0.0299,0.3031,0.3327,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,3,0.6245,0.00882,0.00429,-0.0269,0.2908,0.3536,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,3.5,0.6882,0.00925,0.00478,-0.0238,0.2785,0.3776,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,4,0.7556,0.00966,0.00526,-0.0213,0.2687,0.405,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,4.5,0.8187,0.01024,0.00593,-0.0182,0.257,0.4396,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,5,0.8794,0.01097,0.00675,-0.0148,0.2444,0.4744,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,5.5,0.9417,0.01178,0.00765,-0.0117,0.2344,0.5023,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,6,1.0037,0.01271,0.00869,-0.0086,0.2238,0.5345,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,6.5,1.0605,0.01393,0.01,-0.0051,0.2125,0.5623,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,7,1.1135,0.01542,0.01159,-0.0013,0.2009,0.5911,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,7.5,1.165,0.01714,0.01341,0.0024,0.191,0.6205,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,8,1.2142,0.0191,0.0155,0.0061,0.1815,0.6499,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,8.5,1.2576,0.02146,0.01801,0.01,0.1714,0.688,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,9,1.2952,0.02422,0.02092,0.014,0.1618,0.7247,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,9.5,1.3231,0.02761,0.0245,0.018,0.1524,0.7723,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,10,1.351,0.03111,0.02823,0.0218,0.1444,0.8282,0.6,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-10,-0.956,0.0129,0.00875,-0.104,0.6653,0.0699,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-9.5,-0.9014,0.012,0.00773,-0.1003,0.6436,0.0738,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-9,-0.8455,0.01125,0.00688,-0.0967,0.6222,0.0779,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-8.5,-0.7902,0.01057,0.00611,-0.0928,0.6017,0.0832,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-8,-0.7334,0.01001,0.00547,-0.0891,0.5823,0.0889,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-7.5,-0.675,0.00957,0.00495,-0.0855,0.5624,0.0943,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-6.5,-0.5714,0.00894,0.0042,-0.0761,0.5243,0.1068,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-6,-0.512,0.00868,0.00389,-0.0728,0.507,0.1148,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-5.5,-0.45,0.00842,0.00361,-0.0701,0.4937,0.1231,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-5,-0.3868,0.00821,0.00337,-0.0677,0.4791,0.1318,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-4.5,-0.3237,0.00804,0.00317,-0.0654,0.4627,0.1416,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-4,-0.2585,0.00786,0.00299,-0.0637,0.4537,0.1517,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-3.5,-0.1937,0.00773,0.00284,-0.0619,0.4404,0.162,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-3,-0.128,0.00759,0.00271,-0.0604,0.4319,0.1733,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-2.5,-0.0629,0.00748,0.0026,-0.0588,0.4201,0.1854,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-2,0.0028,0.00737,0.00251,-0.0575,0.412,0.1988,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-1.5,0.0676,0.00729,0.00245,-0.056,0.4003,0.2133,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-1,0.1326,0.00722,0.00241,-0.0546,0.3914,0.2286,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-0.5,0.1968,0.00719,0.00239,-0.0531,0.3797,0.2446,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,0,0.2592,0.0072,0.00241,-0.0513,0.367,0.2608,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,0.5,0.323,0.00718,0.00243,-0.0497,0.3579,0.278,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,1,0.3825,0.00723,0.00249,-0.0474,0.3443,0.2955,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,1.5,0.4344,0.00726,0.00254,-0.0434,0.335,0.3126,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,2,0.4898,0.00734,0.00264,-0.0403,0.3238,0.3312,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,2.5,0.5489,0.00753,0.00285,-0.0379,0.3096,0.3519,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,3,0.6103,0.00771,0.00308,-0.036,0.3005,0.3746,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,3.5,0.6722,0.00791,0.00334,-0.0341,0.2892,0.4013,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,4,0.7303,0.00822,0.00369,-0.0317,0.2758,0.4319,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,4.5,0.7902,0.00851,0.00406,-0.0296,0.2653,0.4688,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,5,0.8499,0.00888,0.00449,-0.0274,0.2548,0.4986,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,5.5,0.9077,0.00936,0.00501,-0.0249,0.2428,0.5251,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,6,0.9633,0.00996,0.00566,-0.0222,0.2299,0.5521,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,6.5,1.0192,0.01061,0.00637,-0.0195,0.2204,0.581,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,7,1.0745,0.01134,0.00717,-0.0168,0.2098,0.6108,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,7.5,1.1277,0.01223,0.00814,-0.0139,0.1987,0.6422,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,8,1.1767,0.01335,0.00933,-0.0107,0.1875,0.6727,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,8.5,1.2233,0.01467,0.01074,-0.0073,0.1768,0.7087,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,9,1.2699,0.01612,0.01231,-0.0042,0.1679,0.7479,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,9.5,1.3137,0.0178,0.01413,-0.0009,0.1585,0.7945,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,10,1.3532,0.0198,0.0163,0.0024,0.1493,0.8487,0.5,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-10,-0.8988,0.00986,0.00514,-0.0685,0.6818,0.0781,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-9.5,-0.8528,0.00947,0.00471,-0.0654,0.6615,0.0834,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-9,-0.8047,0.0092,0.0044,-0.0625,0.6418,0.0881,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-8.5,-0.7499,0.00893,0.00409,-0.061,0.6233,0.0925,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-8,-0.695,0.00864,0.00379,-0.0595,0.6039,0.0988,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-7.5,-0.639,0.0084,0.00352,-0.0582,0.5849,0.1054,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-7,-0.582,0.00819,0.00328,-0.0571,0.5654,0.1122,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-6.5,-0.5243,0.00801,0.00307,-0.0562,0.546,0.1191,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-6,-0.4666,0.00785,0.00289,-0.0553,0.5263,0.1261,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-5.5,-0.4083,0.00766,0.0027,-0.0545,0.5129,0.1356,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-5,-0.3495,0.0075,0.00254,-0.0539,0.4979,0.1456,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-4.5,-0.2907,0.00737,0.0024,-0.0533,0.4815,0.1557,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-4,-0.2314,0.00725,0.00229,-0.0528,0.4687,0.1665,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-3.5,-0.1712,0.00713,0.00218,-0.0525,0.4575,0.178,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-3,-0.1117,0.00706,0.0021,-0.0521,0.4424,0.1895,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-2.5,-0.0509,0.00695,0.00203,-0.052,0.4351,0.2014,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-2,0.0086,0.0069,0.00197,-0.0516,0.421,0.2143,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-1.5,0.0694,0.0068,0.00192,-0.0515,0.415,0.2295,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-1,0.1287,0.00677,0.0019,-0.0511,0.4011,0.2455,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-0.5,0.1893,0.00671,0.00187,-0.051,0.3941,0.2622,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,0,0.2485,0.0067,0.00188,-0.0507,0.3812,0.2795,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,0.5,0.3077,0.00671,0.00191,-0.0503,0.3704,0.2971,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,1,0.3673,0.00671,0.00194,-0.05,0.3597,0.3158,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,1.5,0.425,0.00678,0.002,-0.0494,0.3449,0.3351,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,2,0.4835,0.00681,0.00207,-0.0489,0.336,0.356,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,2.5,0.5411,0.00687,0.00215,-0.0482,0.3243,0.3788,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,3,0.5965,0.00697,0.00227,-0.0471,0.3097,0.4039,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,3.5,0.6526,0.00705,0.00239,-0.0462,0.3007,0.4323,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,4,0.7048,0.00711,0.00251,-0.0445,0.2897,0.4672,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,4.5,0.75,0.00725,0.00268,-0.0413,0.276,0.4963,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,5,0.8031,0.00746,0.00292,-0.0398,0.2661,0.523,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,5.5,0.8579,0.00769,0.00317,-0.0387,0.2553,0.5487,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,6,0.9099,0.00799,0.00349,-0.037,0.2432,0.5744,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,6.5,0.9615,0.00835,0.00386,-0.0354,0.2299,0.6011,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,7,1.0124,0.0087,0.00425,-0.0337,0.2207,0.6308,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,7.5,1.0641,0.00907,0.00467,-0.0321,0.2102,0.6634,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,8,1.1126,0.00955,0.00518,-0.0301,0.1994,0.6944,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,8.5,1.1601,0.01011,0.00576,-0.028,0.1878,0.7251,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,9,1.2053,0.01076,0.00647,-0.0257,0.1766,0.7644,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,9.5,1.2506,0.01144,0.00722,-0.0235,0.1682,0.802,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,10,1.2966,0.01214,0.00801,-0.0214,0.1596,0.8499,0.3,8000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-10,-0.974,0.01917,0.01572,-0.1355,0.658,0.0682,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-9,-0.8706,0.01506,0.01122,-0.1269,0.6128,0.0752,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-8.5,-0.812,0.01368,0.00966,-0.1224,0.5904,0.0794,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-8,-0.7518,0.01257,0.00839,-0.1177,0.5692,0.0844,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-7.5,-0.692,0.01165,0.00734,-0.1128,0.5487,0.0901,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-7,-0.6303,0.0109,0.00648,-0.108,0.5319,0.0963,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-6.5,-0.5682,0.0103,0.00577,-0.1031,0.5147,0.1029,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-6,-0.506,0.00979,0.00519,-0.0983,0.4988,0.1102,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-5,-0.3964,0.00913,0.00439,-0.086,0.4703,0.1255,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-4.5,-0.3383,0.00888,0.0041,-0.0805,0.458,0.1346,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-4,-0.2756,0.00868,0.00386,-0.076,0.4452,0.1447,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-3.5,-0.2096,0.00846,0.00363,-0.0722,0.4363,0.1558,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-3,-0.1445,0.00831,0.00346,-0.0684,0.4245,0.1672,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-2.5,-0.0768,0.00814,0.0033,-0.0652,0.4166,0.1794,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-2,-0.0117,0.00805,0.0032,-0.0616,0.4051,0.192,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-1.5,0.0553,0.00793,0.0031,-0.0585,0.3968,0.2056,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-1,0.1177,0.0079,0.00306,-0.0545,0.3835,0.2193,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,-0.5,0.1741,0.00782,0.003,-0.0495,0.3757,0.2323,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,0,0.2269,0.00783,0.00302,-0.0439,0.3626,0.2464,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,0.5,0.2898,0.00786,0.00308,-0.0403,0.3535,0.2634,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,1,0.3548,0.00798,0.00324,-0.0372,0.3417,0.2813,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,1.5,0.4192,0.0082,0.00347,-0.0341,0.3282,0.2999,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,2,0.4873,0.00838,0.00371,-0.0316,0.3192,0.3196,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,2.5,0.5527,0.00867,0.00403,-0.0288,0.307,0.3402,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,3,0.6171,0.00904,0.00444,-0.0258,0.2939,0.3617,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,3.5,0.6835,0.00942,0.00489,-0.0231,0.2846,0.3856,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
2424,4,0.7482,0.00989,0.00544,-0.0203,0.2727,0.417,0.6,7000000,0.240069,0.3,0.02,0.402,0.00504,0.06343,31.23
